"location","address","area","city","longitude","latitude"
"""the ent and head neck cancer hospital and institute,north shyamoli""","Professor Dr. Shaikh Nurul Fattah Rumi, Head of ENT and Head Neck dept, DMC, Road 4, Dhanmondi, Dhaka","Dhanmondi","Dhaka","90.383283","23.7416233"
"""bazar sadai departmental store,dewanbag""","Sadai Departmental Store, Sharafat Ali Dream, House  44/3, Azimpur Road, Azimpur, Dhaka","Azimpur","Dhaka","90.38438262049328","23.72414450974821"
"""g.h.p electronics, dhakachittagong highway, westy jatrabari""","Fatema Electronics And Electric, House  270/1, Dhaka Mawa Highway, Dewanpara, South Jatrabari, Jatrabari, Dhaka","Jatrabari","Dhaka","90.43494687819964","23.703793064446625"
"""206/1, nort shajahan pur road, uttor shahajahanpur railway banijjik alaka, shahjahanpur""","206, 206/1, North Shahjahanpur, Shahjahanpur, Dhaka","Shahjahanpur","Dhaka","90.42533967999996","23.74491840999999"
"""road 22,mohakhali dohs,sher e bangla nagar""","Sher E Bangla Nagar, Sher E Bangla Nagar, Dhaka","Sher E Bangla Nagar","Dhaka","90.37632192","23.76849829"
"""civil aviation c type quarter,new airport road""","Civil Aviation Officers Quarter, Road  26, Banani, Dhaka","Banani","Dhaka","90.40754417299979","23.79373908658745"
"""h 52/3, new easkaton rd, new easkaton""","House  52/3, New Eskaton Road, Eskaton, Dhaka","Eskaton","Dhaka","90.3965324163437","23.747342811934008"
"""dutch bangla bank ltd atm, station  rd, kamalapur""","Dutch-Bangla Bank PLC. (DBBPLC) ATM, Outer Circular Road, Kamlapur, Dhaka","Kamlapur","Dhaka","90.42592127","23.73167165"
"""new bikrampur pharmacy,h 19/1,rankin st,wari""","New Bikrampur Pharmacy, House  19/1, Rankin Street, Wari, Wari, Dhaka","Wari","Dhaka","90.41663867102733","23.721169513969066"
"""biswa sahitwa kendro , h 17, bishwa sahitto kendro ln, paribag, ramna""","House  17, Bishwa Sahitto Kendro Lane, Bangla Motor, Eskaton, Dhaka","Eskaton","Dhaka","90.39393437","23.74501579"
"""sarkari karmachari hospital""","Sarkari Kormochari Hospital, Gulistan, Dhaka","Gulistan","Dhaka","90.4052992","23.725171300000003"
"""abesh hotel biriyani house , mirpur - 2""","Abesh Hotel & Biriyani House, House  2, Road  2, Block E, Section 2, Mirpur, Dhaka","Mirpur","Dhaka","90.35635525743193","23.80372860975975"
"""nandipara garments rd, nandipara basabo""","New Al Madina Garments, Nandipara Bazar Road, Nandipara Bazar, Nandipara, Dhaka","Nandipara","Dhaka","90.44297552238959","23.74475121879782"
"""road to be named""","Be Fair Beauty Fair, Airport Road, Tejgaon, Dhaka","Tejgaon","Dhaka","90.38904000073671","23.762447321351203"
"""nandan selim , 8/f , road no . 2 , block d , basunmdhara r/a""","Nandan Selim, House  8/F, Road  1, Block D, Bashundhara, Dhaka","Bashundhara","Dhaka","90.43207527175387","23.818117977164224"
"""shanta garden""","Shanta Garden, House  50/B, New Eskaton Road, New Eskaton, Eskaton, Dhaka","Eskaton","Dhaka","90.39728882267258","23.74682682072186"
"""hawai goli, moddho bashabo, shhajahanpur""","Hawai Goli, Khilgaon, Dhaka","Khilgaon","Dhaka","90.43387627","23.74515614"
"""monsur vaban , house 125, peer shaheber goli , shantinagar ,kakrail""","Heritage Monsur Bhaban, House  125, Shantinagar, Dhaka","Shantinagar","Dhaka","90.4141672542562","23.738956966940105"
"""coal power generation company bangladesh limited (cpgcbl) unique heights ( level 17), 117, kazi nazrul islam avenue, eska""","Unique Helghts, House  117, Kazi Nazrul Islam Avenue, Ramna, Dhaka","Ramna","Dhaka","90.39603860803356","23.74315863248235"
"""khatun e jannat jame masjid , hazi piar ali rd , rustampur""","Baitul Jannat Jame Masjid, Middle Ali Nagar, Ali Nagar, Kamrangirchar, Dhaka","Kamrangirchar","Dhaka","90.36892981763748","23.713054774263025"
"""the tyre & battery bazar, h 60, kazi nazrul islam ave, east tejturipara""","The City Tyre, House  20/2, Culvert Road, Paltan, Dhaka","Paltan","Dhaka","90.41042860597372","23.733905967332294"
"""islami bank bangladesh limited , basabo market road , tempo stand , middle basabo""","Islami Bank Bangladesh PLC. (IBBPLC) Limited Bashabo Branch, Middle Basabo, Basabo, Dhaka","Basabo","Dhaka","90.43271248","23.74034027"
"""tetul para shahi jame masjid , namapara tetul tola""","Tetul Shop, Somrat Sobji Arot, Chattogram Road, South Jatrabari, Jatrabari, Dhaka","Jatrabari","Dhaka","90.43940002685162","23.70864265977823"
"""dncc dedicated covid - 19 hospital , mohakhali, dhaka- 1212, dakkhinpara""","Songkramok Bhadi Hospital, Dakkhinpara, Mohakhali, Dhaka","Mohakhali","Dhaka","90.4055645884892","23.775628716270607"
"""87 new eskaton road, home town complex , 9th floor""","Hometown Apartment, House  87, New Eskaton Road, Eskaton, Dhaka","Eskaton","Dhaka","90.39635807275774","23.7459016928144"
"""walton service centre , dhaka chittagong highway , sign board , shiddhirganj , narayanganj , 1361""","Sign Board Shop, House  Ka/96, Pragati Sarani, Kuril, Dhaka","Kuril","Dhaka","90.42095350837815","23.8187309464939"
"""90/1 jomidar goli , shiddeswari, ramna, 1000""","Jomidar Goli, Ramna, Dhaka","Ramna","Dhaka","90.40573602","23.74857661"
"""heritage school , dhaka narayanganj rd , chasara , narayanganj sadar , narayanganj , 1400""","Shyampur Government Primary School, Dhaka Narayanganj Highway, Shyampur, Dhaka","Shyampur","Dhaka","90.43595653027296","23.684432435803732"
"""ad din hospital rd, moghbazar""","Ad-din Pharmaceuticals HQ, Ad-Din Hospital, House  2, Jomidar Goli, Moghbazar, Dhaka","Moghbazar","Dhaka","90.40552988235095","23.748234359386927"
"""house 51, road 17 , sector 11 , uttara , dhaka ( uttara  poshchim thanar samne )""","House  51, Road  17, Sector 11, Uttara, Dhaka","Uttara","Dhaka","90.38723766878034","23.87586999301677"
"""entry gate for rd 5 , h 8, 9, 13, rd 3 , block j""","RD Contraction, HM Plaza, Sector 3, Uttara, Dhaka","Uttara","Dhaka","90.39927527630556","23.864688555398203"
"""rayer bazar , bhuiyan eastate""","Bhuiyan Villa, House  32/10/f/4, Sultanganj, Rayer Bazar, Dhaka","Rayer Bazar","Dhaka","90.36118090152742","23.746080301279562"
"""outer stadium,milk vita rd,block g,mirpur 2""","Milk Vita, Milk Vita Road, Section 7, Mirpur, Dhaka","Mirpur","Dhaka","90.36074739","23.81892082"
"""shamsur madrasa circle""","Shamsur Rahman, House  11/7, Madrasa Road, Block F, Ajij Mahalla, Mohammadpur, Dhaka","Mohammadpur","Dhaka","90.36265176","23.76895029"
"""h 29 , rd 6, south banasree project""","House  6, South Banasree Main Road, Block H, South Banasree, Banasree, Dhaka","Banasree","Dhaka","90.44110610555752","23.752688828823217"
"""shadhinata tower,h 1667,bir uttam ziaur rahman rd,shaheenbag""","Shadhinota Tower, Bir Uttam Ziaur Rahman Road, Dhaka Cantonment, Dhaka","Dhaka Cantonment","Dhaka","90.390240765618","23.775821063141"
"""snackbar express,food zone,naya paltan""","Hair Zone, House  84, Masjid Goli, Naya Paltan, Paltan, Dhaka","Paltan","Dhaka","90.41453177289571","23.734058328902623"
"""spring dale , banashree , block d""","Spring Dale, House  915, Shahidbagh, Dhaka","Shahidbagh","Dhaka","90.41949950158596","23.74246476440273"
"""salbon filling station, dhaka mymensingh highway, 1702""","Tasin CNG Filling Station, Dhaka Mymensingh Highway, Abdullahpur, Uttara, Dhaka","Uttara","Dhaka","90.40018448336798","23.881115357590016"
"""der food island,3/8,north peerbug,mukti housing,dokkhin monipur""","Mukti Housing, Mukti Housing, Agargaon, Dhaka","Agargaon","Dhaka","90.371271371841","23.785158272179"
"""emergency department ( nirtot), sayed mahbub morshed road , sher-e-bangla-nagar""","Rahmat Telecom, Sayed Mahbub Morshed Road, Sher E Bangla Nagar, Dhaka","Sher E Bangla Nagar","Dhaka","90.3702417074237","23.774230237684957"
"""bay's lakewood""","Bay's Oakwood, House  20, Road  107, Gulshan 2, Gulshan, Dhaka","Gulshan","Dhaka","90.4193850376871","23.79105117983129"
"""thai chi restaurant and cafe , h 117/a, bijoy sarani tejgaon link rd , tejkunipara""","Thai-Chi Restaurant and Cafe, Farmgate, Tejgaon, Dhaka","Tejgaon","Dhaka","90.38954459130763","23.764749617132605"
"""motalib plaza, hatirpool circle""","Motalib Plaza, Bir Uttam CR Dutta Road, Hatirpool, Dhaka","Hatirpool","Dhaka","90.39209882065353","23.741802244494327"
"""borak zahir tower,kazi nazrul islam ave,panthapath""","Borak Zahir Tower, Kazi Nazrul Islam Avenue, Kawran Bazar, Tejgaon, Dhaka","Tejgaon","Dhaka","90.3929127752781","23.75047550831927"
"""darussalam tower , 59/da , mirpur road , abdul rafiq housing , gabtali""","Abdul Jalil Motors, Darussalam Tower, House  59/D/A, Mirpur Road, Darussalam, Mirpur, Dhaka","Mirpur","Dhaka","90.356052135744","23.779136860337182"
"""bikrampur mistanno vander & bakery 22,60 feet,senpara parbata,boorbagh""","Bikrampur Mistanno Vandar, Uttara, Dhaka","Uttara","Dhaka","90.38873","23.8632"
"""kuril gausia brtc ticket counter""","Shaymoli Ticket Counter, Road  2, Dhanmondi, Dhaka","Dhanmondi","Dhaka","90.37774890661241","23.73841820411672"
"""shahi mithai,h 27,nazimuddin rd,begum bazar,chawkbazar""","Shahi Mithai, House  27, Nazimuddin Road, Chawkbazar, Dhaka","Chawkbazar","Dhaka","90.39834955694434","23.71999365182922"
"""15,mitford road,islampur,keranigank subdistrict""","House  15, Mitford Road, Babu Bazar, Dhaka","Babu Bazar","Dhaka","90.40041980775138","23.712377008195208"
"""haque library,jhonson rd,sadarghat""","Haque Library, Liakat Avenue, Johnson Road, Sutrapur, Dhaka","Sutrapur","Dhaka","90.41139571499593","23.707920477158435"
"""ranir bhubon,376/a,road 10,block c""","Aupo Ajita, House  375/376, Road  10, Block C, Bashundhara, Dhaka","Bashundhara","Dhaka","90.42673945","23.81718661"
"""38,extended pallabi,mirpur`""","RFL Best buy Extended pollobi mirpur-11.5, House  29/A/23, Jahurul Islam Avenue, Pallabi, Mirpur, Dhaka","Mirpur","Dhaka","90.3596635","23.8244261"
"""arham pharmacy , ka / 92/ a, nurani masjid rd, joar shahara""","Arham Pharmacy, Joar Shahara, Joar Shahara, Dhaka","Joar Shahara","Dhaka","90.4170548","23.8177724"
"""twenty twenty restaurant and party center""","Twenty Twenty Restaurant And Party Center, House  2/C, Road  19, Nikunja 2, Nikunja, Dhaka","Nikunja","Dhaka","90.41785978402282","23.835351879075162"
"""eastern villa,h 6,segunbagicha rd,segunbagicha""","Eastern Villa, House  6, Segunbagicha, Dhaka","Segunbagicha","Dhaka","90.40715262293816","23.734683700304025"
"""fulbaria super market, gulistan""","Fulbaria Shoe, Jaker Super Market, AKM Kamrujjaman Sarani, Fulbaria, Gulistan, Dhaka","Gulistan","Dhaka","90.4091621441197","23.722823719810343"
"""www.humayra.com.bd,block e.banasree""","Block F, Block F, South Banasree, Banasree, Dhaka","Banasree","Dhaka","90.437843799591","23.752460277741"
"""hasnabad bakery,dhaka mawa highway""","Bakery Shop, Dhaka Mawa Highway, East Jurain, Jurain, Dhaka","Jurain","Dhaka","90.43544024057422","23.694518678548622"
"""habib bank ltd,h 67,dilkusha rd,dilkusha""","House  67, Dilkusha Road, Dilkusha Commercial Area, Motijheel, Dhaka","Motijheel","Dhaka","90.41774333000001","23.726170739999997"
"""grameenphone head office , alhaz abdus sobhan rd , block b, kuril""","Alhajo Abdus Sobhan Sharak, Kuril, Dhaka","Kuril","Dhaka","90.4206528","23.81352235"
"""akij service centre, wireless niketon""","Bosch Homes Appliance Service Centre, House  62, Road 8, Niketon, Gulshan, Dhaka","Gulshan","Dhaka","90.4116017","23.772454"
"""prapti city,pagla link rd,pagla,narayanganj""","Pagla Babar Mazar, Pagla Majar Goli, Noyatola, Moghbazar, Dhaka","Moghbazar","Dhaka","90.40619401771522","23.75633121955096"
"""basher pool dogair bazar""","Shat Tola Minar Masjid, Basher Pool Dogair Bazar Road, Konapara, Demra, Dhaka","Demra","Dhaka","90.47563645988704","23.712146899222756"
"""pongkhumiya jame masjid , rani mohol boro vanga rd""","Rani Tailors And Cloth Store, Rani Mohol, House  115, Beraid Purbapara Jame Masjid Road, Purbapara, Boro Beraid, Beraid, Dhaka","Beraid","Dhaka","90.47810012110159","23.800759221242647"
"""house 83/5, omar ali lane, west rampura , pampura""","House  83, Omor Ali Lane, West Rampura, Rampura, Dhaka","Rampura","Dhaka","90.41602577160177","23.760951895293363"
"""bangladesh agriculture research council ( barc) , old airport rd, monipuri para""","Bangladesh Agricultural Research Council (BARC), Airport Road, Monipuripara, Tejgaon, Dhaka","Tejgaon","Dhaka","90.3888465","23.7596181"
"""biddut bhaban , h 1 , abdul gani rd , purana paltan""","House  3/1/H, Purana Paltan, Paltan, Dhaka","Paltan","Dhaka","90.41059713523686","23.73316874105608"
"""square hospital ltd , panmthapath""","Square Hospital Ltd Auditorium, Panthapath, Lake Circus, Panthapath, Dhaka","Panthapath","Dhaka","90.3813680701058","23.752203991093992"
"""tolerbag jame masjid""","Tolarbagh Central Jame Masjid, Mirpur, Dhaka","Mirpur","Dhaka","90.35028615543973","23.788548359017863"
"""h 345, dilu rd , new eskaton""","House  345/1, Dilu Road, Eskaton, Dhaka","Eskaton","Dhaka","90.40163364261389","23.750209151708894"
"""sutrapur thana , waltan rd , sutrapur""","Sutrapur Thana (Sutrapur Police Station), Malaka Tola Lane, Sutrapur, Dhaka","Sutrapur","Dhaka","90.41798104","23.70232437"
"""nundica restaurant, hazrat shah ali mazar , mirpur - 1""","Hazrat Shah Ali Girls High School, Hazrat Shah Ali College Market, Section 1, Mirpur, Dhaka","Mirpur","Dhaka","90.35009970799246","23.79825170000085"
"""interlink technology""","Interlink Technology, House  84, New Airport Road, Shahid Bir Uttam Ziaur Rahman Sarani, Dhaka Mymensingh Highway, Kakoli, Banani, Dhaka","Banani","Dhaka","90.40024806308519","23.791736993266888"
"""iub fashion,road no 12,block c,basundhara r /a""","Le Reve Rupayan - Basundhara R/A, House  C/2, Umme Kulsum Road, Block G, Bashundhara, Dhaka","Bashundhara","Dhaka","90.4297097","23.8241828"
"""priyo prangon""","Priyo Prangon, House  3/1, Segunbagicha, Dhaka","Segunbagicha","Dhaka","90.40664467960596","23.735222647501622"
"""dhanmondi foot over bridge""","Sobhanbagh Foot Over Bridge, Mirpur Road, Dhanmondi, Dhaka","Dhanmondi","Dhaka","90.376385061383","23.754051121059"
"""nishus food,80 north basabo,shobujbag""","House  80, North Basabo, Basabo, Dhaka","Basabo","Dhaka","90.42887266","23.74232174"
"""city international school and college,city school goli,kamrangichor,bhuiya estate""","City International School And College, Kamrangirchar, Dhaka","Kamrangirchar","Dhaka","90.3712922","23.7177218"
"""ranimohol bokvanga road,mahmudnagar,green model town""","Green Model Town, Green Model Town, Dhaka","Green Model Town","Dhaka","90.44877819","23.72856282"
"""bouddho mondir bus stoppage,autish dipankar road,moddho bashabo,komlapur""","Bashabo Bus Stop, Atish Dipankar Road, Basabo, Dhaka","Basabo","Dhaka","90.42750589","23.73963339"
"""sonar bangla media,nurechala rd,nurer chala""","Sonar Bangla Market, Rupnagar, Mirpur, Dhaka","Mirpur","Dhaka","90.3563324420586","23.813898328583512"
"""dhaka demra highway,shonir akhra""","Shonir Akhra, Shonir Akhra, Dhaka","Shonir Akhra","Dhaka","90.45218039","23.70353829"
"""bank alfalah limited mirpur,house 1,kalsi road,block d,section 11,mirpur dhaka 1216""","Bank AlFalah Mirpur Branch, House  1, Avenue 1, Block D, Section 11, Mirpur, Dhaka","Mirpur","Dhaka","90.36555983","23.82026256"
"""purbachalgas filling station,darus salam road,darus salam""","Darus Salam, Darus Salam, Dhaka","Darus Salam","Dhaka","90.34767553","23.78546701"
"""5,kachabazar road,section  10""","House  6/D/5, Kachabazar Road, Mohammadpur, Dhaka","Mohammadpur","Dhaka","90.35988606512548","23.766451688064354"
"""tabaq grameenphone office,bashundhara rd,bashundhara""","Grameenphone Head Office, Bashundhara Main Road, Block A, Bashundhara, Dhaka","Bashundhara","Dhaka","90.42605","23.8121"
"""hashim tower""","Hashim Tower, House  205/1/A, Gulshan Tejgaon Link Road, Tejgaon, Dhaka","Tejgaon","Dhaka","90.41159469953334","23.77148876169109"
"""mirpur dohs house 710 road 10 avenued 3 flat 4 a""","House  710, Road  10, Mirpur DOHS, Mirpur, Dhaka","Mirpur","Dhaka","90.36719709634781","23.837892479378727"
"""h 48, indira road farmngate""","Indira Road, Farmgate, Dhaka","Farmgate","Dhaka","90.38701113","23.75826218"
"""road 10 block d house 328 basundhara""","Maa, House  328, Road  10, Block D, Bashundhara, Dhaka","Bashundhara","Dhaka","90.43113537309968","23.813486217516076"
"""road 3 , basha 18/b , monshurabad abashik area ada""","Aloron, House  18/B, Road  3, Block B, Monsurabad Residential Area, Adabor, Dhaka","Adabor","Dhaka","90.35453553627826","23.774492490379103"
"""tasty treat panthapath , 44/9 , west panthapath""","Tasty Treat, House  44/8, Bir Uttam Kazi Nuruzzaman Road, Panthapath, Dhaka","Panthapath","Dhaka","90.3848879","23.752299"
"""clothero, nosor uddin rd, matikata""","Inspire Gramar School, House  99/2, Matikata, Matikata, Dhaka","Matikata","Dhaka","90.39483249892238","23.818589276942447"
"""ahsaniya mission cancer and general hospital""","Ahsania Mission Cancer And General Hospital, Shah Kabir Majar Road, Uttarkhan, Dhaka","Uttarkhan","Dhaka","90.42193","23.86981"
"""chefs table court side""","GelatoFix  Chefs Table Courtside (United City), 100 Feet Road, Badda, Dhaka","Badda","Dhaka","90.4549908","23.7998139"
"""h 55, rd 1, aftab nagar project badda""","House  55, Road  7, DIT Project, Merul Badda, Badda, Dhaka","Badda","Dhaka","90.42920903153833","23.774520374425745"
"""nuvista pharma plant""","Nuvista Training Office, Gausul Azam Avenue, Sector 13, Uttara, Dhaka","Uttara","Dhaka","90.38643000000002","23.86947999999998"
"""hospital""","Hospital Road, Sultanganj, Dhaka","Sultanganj","Dhaka","90.36455949","23.71269271"
"""the buffet stories mirpur""","The Romancia Buffet, Pallabi, Mirpur, Dhaka","Mirpur","Dhaka","90.3636104171793","23.82946924016585"
"""napd office , kataban rd,nilkhet""","Nilkhet Sharak, Nilkhet, Dhaka","Nilkhet","Dhaka","90.38610307","23.73245873"
"""bishnurpriya hotel,tati bazar,kotwali""","Bishnupriya Bojonaloi, House  95, Tati Bazar Road, Tati Bazar, Kotwali, Dhaka","Kotwali","Dhaka","90.40839027281905","23.712319698645494"
"""stamford university,dhaka chittagonh highway,sayedabad""","Stamford University Bangladesh, House  51, Siddheshwari Road, Siddheshwari, Dhaka","Siddheshwari","Dhaka","90.4081437","23.74402103"
"""rd 12,block c,mirpur 6""","House  6, Road  12, Block C, Section 12, Mirpur, Dhaka","Mirpur","Dhaka","90.36680851131678","23.824707562081347"
"""house 36 road 7 uttora sector 13""","House  36, Road  7, Sector 13, Uttara, Dhaka","Uttara","Dhaka","90.38818538188934","23.870820254582373"
"""nescafe, station rd , kamalpur""","Nescafe, Polwel Carnation Shopping Center, Dhaka Mymensingh Highway, Sector 8, Uttara, Dhaka","Uttara","Dhaka","90.40174771917054","23.878808137066002"
"""ymca training centre , masjidul llah  , savar""","Masjidul Illah Road, Savar Paurashava, Dhaka","Savar Paurashava","Dhaka","90.25702663","23.8561657"
"""tejgaon thana health complex""","Tejgaon Thana Health Complex, Love Road, Tejgaon Industrial Area, Tejgaon, Dhaka","Tejgaon","Dhaka","90.40545777391424","23.76382114349115"
"""apr a4 house 6,road 109 gulshan 2""","House  6, Road  109, Gulshan 2, Gulshan, Dhaka","Gulshan","Dhaka","90.41716140382442","23.790818283987097"
"""ad din medical college hospital""","Ad Din Womens Medical College And Hospital, House  12, Jamidar Goli, Moghbazar, Dhaka","Moghbazar","Dhaka","90.40552854537964","23.748338388069673"
"""h 0301/81, kamal khan rd , ibrahimpur""","House  564, Kamal Khan Sarak, North Ibrahimpur, Ibrahimpur, Kafrul, Dhaka","Kafrul","Dhaka","90.38133895479257","23.797136508897967"
"""banashree physicotherapy center , block  d""","Banasree MT Physiotherapy Center, House  14, Road  7, Block D, Banasree, Dhaka","Banasree","Dhaka","90.43101539772573","23.76091271722623"
"""reckitt benckiser official store tejgaon""","Reckitt Benckiser Bangladesh PLC, The Glass House, House  38, Gulshan Avenue, Gulshan 1, Gulshan, Dhaka","Gulshan","Dhaka","90.41712703516362","23.77906310807513"
"""east goran""","East Goran, East Goran, Goran, Dhaka","Goran","Dhaka","90.43482041266651","23.748619541027118"
"""brac bank atm, azimpur rd , new market""","Brac Bank PLC. ATM, Elephant Road, New Market, Dhaka","New Market","Dhaka","90.38987919688225","23.740816394913846"
"""194/1 , uttara shyamoli  , paschim agargaon  , shyamoli road no . 2 , mukti housing  , uttara  shyamoli  , paschim agargaon""","Uttar Shyamoli Pashchim Agargaon Somobay Somity, House  188, Road 2, Bhuiya Goli, North Shyamoli, Shyamoli, Dhaka","Shyamoli","Dhaka","90.36694184702934","23.779795737183594"
"""bardem hospital""","Bardem General Hospital 2 (Child And Mother), Segunbagicha, Dhaka","Segunbagicha","Dhaka","90.4060311242938","23.731643333413537"
"""south bishil adarsha bidya niketon, darussalam rd""","South Bishil Adarsha Biddya Niketan, House  78/A, Road  7, South Bishil, Bishil, Mirpur, Dhaka","Mirpur","Dhaka","90.35267106212342","23.7955322604015"
"""sel bari legacy""","Legacy Legal Corporate, Road 27, Banani, Dhaka","Banani","Dhaka","90.40724","23.79691"
"""b.i.h.s general hospital , dar us salam road , abdul rafiq housing , shah ali bagh""","Dar-Us-Salam Road, Mirpur, Dhaka","Mirpur","Dhaka","90.35374355","23.78922825"
"""19/d . uttar tolarbagh , uttara bhaban 5/a . mirpur 1 dhaka 1216.""","Uttara Bhaban, House  19/D/7, North Tolarbagh, Tolarbagh, Mirpur, Dhaka","Mirpur","Dhaka","90.35119146502603","23.790754020601"
"""ananda food house""","M5 Food, House  144, Ananda Bazar, West Shewrapara, Shewrapara, Mirpur, Dhaka","Mirpur","Dhaka","90.3711672381595","23.792230695250918"
"""house 295/296""","Montarj, House  295/296, Road  7/A, Block E, Bashundhara, Dhaka","Bashundhara","Dhaka","90.43310825730754","23.809629410341454"
"""hotel al faysal , h 295/2 , toyenbee circular rd , arambagh""","RD Printers, House  186, Motijheel Circular Road, Arambagh, Motijheel, Dhaka","Motijheel","Dhaka","90.42055428028108","23.731791265287224"
"""dhaka medical college hospital , sir sayed rd  , university of dhaka""","Bhumijo Toilet ( Dhaka Medical 01 (Ladies), Sir Sayed Road, Dhaka University Campus, Dhaka","Dhaka University Campus","Dhaka","90.39730394447491","23.727138673607783"
"""ali asgar hospital , 111/1/a, distilary road , goipibag , dayaganj""","Food Cornar (Asgar Ali Hospital), Asgar Ali Hospital, Distrillery Road, Dhupkhola, Gendaria, Dhaka","Gendaria","Dhaka","90.4235889","23.7078652"
"""koshai bari rail crossing kosai bari level crossing  , sector 2 , utto""","Koshai Bari, Koshai Bari, Dakkhinkhan, Dhaka","Dakkhinkhan","Dhaka","90.40710568428","23.857748574849"
"""h k 75/8, rd 13 , kalachandpur""","House  K-75, Pocchimpara, Pocchimpara Mosjid, Kalachandpur, Dhaka","Kalachandpur","Dhaka","90.41531556693525","23.810525240581057"
"""birdem hospital , shahbag  circle""","Birdem General Hospital, Kazi Nazrul Islam Avenue, Shahbagh, Dhaka","Shahbagh","Dhaka","90.39648547768593","23.73934110034453"
"""imbd agency  , banani  dohs""","IMBD Agency, Road  3, Banani DOHS, Banani, Dhaka","Banani","Dhaka","90.397674463448","23.793604201759"
"""lalbag""","Lalbag Kazi Office, Azimpur Road, Lalbagh, Dhaka","Lalbagh","Dhaka","90.38715","23.72378"
"""shumaiya 's place""","Shumaiya Restaurant, House  66, Green Road, Kathalbagan, Dhaka","Kathalbagan","Dhaka","90.38709838","23.75009791"
"""hungry eyes food corner""","Hungry Eyes 3, House  1, Road 2, Section 2, Mirpur, Dhaka","Mirpur","Dhaka","90.3562629","23.8037763"
"""kurmitola general hospital""","Kurmitola General Hospital, New airport Road, MES, Dhaka Cantonment, Dhaka","Dhaka Cantonment","Dhaka","90.40937205588256","23.81922560115306"
"""the vapianoo cafe , satmasjid rd , jigatola""","Yumyum The Cafe, Satmasjid Road, Dhanmondi, Dhaka","Dhanmondi","Dhaka","90.37597385766065","23.73830297632046"
"""613, north kafrul , jhilpar road , ashar alo lake view tower""","Asar Alo LAke View, House  613, Jheelpar Road, North Kafrul, Kafrul, Dhaka","Kafrul","Dhaka","90.38249775767326","23.790290614186112"
"""channel 24 , shahid tazuddin ahmed ave , tejgaon industrial area""","Channel I, House  40, Shahid Tajuddin Ahmed Sarani, Tejgaon Industrial Area, Tejgaon, Dhaka","Tejgaon","Dhaka","90.40058135713815","23.76818493137888"
"""dhaka metropoliton police  headquarter , mintu rd""","Dhaka Metropolitan Police Headquarters, Ramna, Dhaka","Ramna","Dhaka","90.4047849","23.7436153"
"""shyamoli tb hospital  , syed mahbub murshed ave""","Tb Hospital (250 Bed), Sayed Mahbub Morshed Road, Shyamoli, Dhaka","Shyamoli","Dhaka","90.367985162884","23.77420626938016"
